anyo,fecha_exportacion,evaluacion,alumno,ensenanza,curso,contenido,bloque_contenido,nota_numerica,tipo_nota,observacion,capacidades_inf,medidas_inf,borrar,sobreescribir
2021,19/10/2023 16:17:54,01,bf45b34d01246863b3eb5ce24b4182fc6634555fe5b5b9f8b7d425309b9a7a72,5,2712312846,028504, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,465204387a3c8355eadf7f6fe151304bffe6992aabfb1d86bdc2913dd52e110d,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,465204387a3c8355eadf7f6fe151304bffe6992aabfb1d86bdc2913dd52e110d,5,2712312846,028100, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,465204387a3c8355eadf7f6fe151304bffe6992aabfb1d86bdc2913dd52e110d,5,2712312846,028501, ,2,146988240, , , ,N,N
2021,19/10/2023 16:17:54,01,465204387a3c8355eadf7f6fe151304bffe6992aabfb1d86bdc2913dd52e110d,5,2712312846,028503, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,465204387a3c8355eadf7f6fe151304bffe6992aabfb1d86bdc2913dd52e110d,5,2712312846,028001, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,465204387a3c8355eadf7f6fe151304bffe6992aabfb1d86bdc2913dd52e110d,5,2712312846,028505, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,465204387a3c8355eadf7f6fe151304bffe6992aabfb1d86bdc2913dd52e110d,5,2712312846,028504, ,2,146988240, , , ,N,N
2021,19/10/2023 16:17:54,01,7f64b9777435f7eb34b122a0b95363ed525fd4ab1753b3294e60b4661e66ca9a,5,2712312846,028502, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,7f64b9777435f7eb34b122a0b95363ed525fd4ab1753b3294e60b4661e66ca9a,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,7f64b9777435f7eb34b122a0b95363ed525fd4ab1753b3294e60b4661e66ca9a,5,2712312846,028501, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,7f64b9777435f7eb34b122a0b95363ed525fd4ab1753b3294e60b4661e66ca9a,5,2712312846,028503, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,7f64b9777435f7eb34b122a0b95363ed525fd4ab1753b3294e60b4661e66ca9a,5,2712312846,028001, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,7f64b9777435f7eb34b122a0b95363ed525fd4ab1753b3294e60b4661e66ca9a,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,7f64b9777435f7eb34b122a0b95363ed525fd4ab1753b3294e60b4661e66ca9a,5,2712312846,028504, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,9b94854b020a1ea77e626f346fb7d4acb5b806b5c09a53d3510dca49a423223c,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,9b94854b020a1ea77e626f346fb7d4acb5b806b5c09a53d3510dca49a423223c,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,9b94854b020a1ea77e626f346fb7d4acb5b806b5c09a53d3510dca49a423223c,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,9b94854b020a1ea77e626f346fb7d4acb5b806b5c09a53d3510dca49a423223c,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,9b94854b020a1ea77e626f346fb7d4acb5b806b5c09a53d3510dca49a423223c,5,2712312846,028001, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,9b94854b020a1ea77e626f346fb7d4acb5b806b5c09a53d3510dca49a423223c,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,9b94854b020a1ea77e626f346fb7d4acb5b806b5c09a53d3510dca49a423223c,5,2712312846,028504, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,d36841ee6f51c819ee2952d4b344406e426891784a8735c0e5c552feaa973244,5,2712312846,028502, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,d36841ee6f51c819ee2952d4b344406e426891784a8735c0e5c552feaa973244,5,2712312846,028100, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,d36841ee6f51c819ee2952d4b344406e426891784a8735c0e5c552feaa973244,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,d36841ee6f51c819ee2952d4b344406e426891784a8735c0e5c552feaa973244,5,2712312846,028503, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,d36841ee6f51c819ee2952d4b344406e426891784a8735c0e5c552feaa973244,5,2712312846,028001, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,d36841ee6f51c819ee2952d4b344406e426891784a8735c0e5c552feaa973244,5,2712312846,028505, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,d36841ee6f51c819ee2952d4b344406e426891784a8735c0e5c552feaa973244,5,2712312846,028504, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,8dbd278dd61347d903843c1ad0616b81278cf8af3aec890b7c1444aa9d87780a,5,2712312846,028502, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,8dbd278dd61347d903843c1ad0616b81278cf8af3aec890b7c1444aa9d87780a,5,2712312846,028100, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,8dbd278dd61347d903843c1ad0616b81278cf8af3aec890b7c1444aa9d87780a,5,2712312846,028501, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,8dbd278dd61347d903843c1ad0616b81278cf8af3aec890b7c1444aa9d87780a,5,2712312846,028503, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,8dbd278dd61347d903843c1ad0616b81278cf8af3aec890b7c1444aa9d87780a,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,8dbd278dd61347d903843c1ad0616b81278cf8af3aec890b7c1444aa9d87780a,5,2712312846,028505, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,8dbd278dd61347d903843c1ad0616b81278cf8af3aec890b7c1444aa9d87780a,5,2712312846,028504, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,ae1d0736c95fd05cc008f9fce5a45cc9e448ae4b9f6f1f000b928eb002b32498,5,2712312846,028502, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,ae1d0736c95fd05cc008f9fce5a45cc9e448ae4b9f6f1f000b928eb002b32498,5,2712312846,028100, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,ae1d0736c95fd05cc008f9fce5a45cc9e448ae4b9f6f1f000b928eb002b32498,5,2712312846,028501, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,ae1d0736c95fd05cc008f9fce5a45cc9e448ae4b9f6f1f000b928eb002b32498,5,2712312846,028503, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,ae1d0736c95fd05cc008f9fce5a45cc9e448ae4b9f6f1f000b928eb002b32498,5,2712312846,028001, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,ae1d0736c95fd05cc008f9fce5a45cc9e448ae4b9f6f1f000b928eb002b32498,5,2712312846,028505, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,ae1d0736c95fd05cc008f9fce5a45cc9e448ae4b9f6f1f000b928eb002b32498,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,e19e0880c0c8f0cc8b5d55196f20604fab53138cedc7aac5f79099dd11bb7a1b,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,e19e0880c0c8f0cc8b5d55196f20604fab53138cedc7aac5f79099dd11bb7a1b,5,2712312846,028100, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,e19e0880c0c8f0cc8b5d55196f20604fab53138cedc7aac5f79099dd11bb7a1b,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,e19e0880c0c8f0cc8b5d55196f20604fab53138cedc7aac5f79099dd11bb7a1b,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,e19e0880c0c8f0cc8b5d55196f20604fab53138cedc7aac5f79099dd11bb7a1b,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,e19e0880c0c8f0cc8b5d55196f20604fab53138cedc7aac5f79099dd11bb7a1b,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,2e4d3b71c6cb539e558a5d6e703ca5ca76968ea8da6a7f3ca12c28e8d8757bbc,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,2e4d3b71c6cb539e558a5d6e703ca5ca76968ea8da6a7f3ca12c28e8d8757bbc,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,2e4d3b71c6cb539e558a5d6e703ca5ca76968ea8da6a7f3ca12c28e8d8757bbc,5,2712312846,028503, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,2e4d3b71c6cb539e558a5d6e703ca5ca76968ea8da6a7f3ca12c28e8d8757bbc,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,2e4d3b71c6cb539e558a5d6e703ca5ca76968ea8da6a7f3ca12c28e8d8757bbc,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,cc090da80e93df9eea3bbd3092c77543796cda436d6ac1c3b7aace725ae32464,5,2712312846,028502, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,cc090da80e93df9eea3bbd3092c77543796cda436d6ac1c3b7aace725ae32464,5,2712312846,028100, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,cc090da80e93df9eea3bbd3092c77543796cda436d6ac1c3b7aace725ae32464,5,2712312846,028501, ,2,146988240, , , ,N,N
2021,19/10/2023 16:17:54,01,cc090da80e93df9eea3bbd3092c77543796cda436d6ac1c3b7aace725ae32464,5,2712312846,028503, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,cc090da80e93df9eea3bbd3092c77543796cda436d6ac1c3b7aace725ae32464,5,2712312846,028001, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,cc090da80e93df9eea3bbd3092c77543796cda436d6ac1c3b7aace725ae32464,5,2712312846,028505, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,cc090da80e93df9eea3bbd3092c77543796cda436d6ac1c3b7aace725ae32464,5,2712312846,028504, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,4e6a9ce896072c1b558f46e12aca1c87bc94c55631865771d6ab114e796f2242,5,2712312846,028001, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,4e6a9ce896072c1b558f46e12aca1c87bc94c55631865771d6ab114e796f2242,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,4e6a9ce896072c1b558f46e12aca1c87bc94c55631865771d6ab114e796f2242,5,2712312846,028503, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,83d56d66e123bed590ce36b5e42415d318a128ed51c1fcd00610e03cca3787b3,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,83d56d66e123bed590ce36b5e42415d318a128ed51c1fcd00610e03cca3787b3,5,2712312846,028100, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,83d56d66e123bed590ce36b5e42415d318a128ed51c1fcd00610e03cca3787b3,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,83d56d66e123bed590ce36b5e42415d318a128ed51c1fcd00610e03cca3787b3,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,83d56d66e123bed590ce36b5e42415d318a128ed51c1fcd00610e03cca3787b3,5,2712312846,028505, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,83d56d66e123bed590ce36b5e42415d318a128ed51c1fcd00610e03cca3787b3,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,5dad424d6b2f097b656eb42f48483fa8466633f885d6459e03cd6472808aa2f4,5,2712312846,028502, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,5dad424d6b2f097b656eb42f48483fa8466633f885d6459e03cd6472808aa2f4,5,2712312846,028100, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,5dad424d6b2f097b656eb42f48483fa8466633f885d6459e03cd6472808aa2f4,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,5dad424d6b2f097b656eb42f48483fa8466633f885d6459e03cd6472808aa2f4,5,2712312846,028503, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,5dad424d6b2f097b656eb42f48483fa8466633f885d6459e03cd6472808aa2f4,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,5dad424d6b2f097b656eb42f48483fa8466633f885d6459e03cd6472808aa2f4,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,2ab454c24e96aa89fb76901131350685c0b52dea662557cec62d8033698ecb49,5,2712312846,028502, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,2ab454c24e96aa89fb76901131350685c0b52dea662557cec62d8033698ecb49,5,2712312846,028100, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,2ab454c24e96aa89fb76901131350685c0b52dea662557cec62d8033698ecb49,5,2712312846,028501, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,2ab454c24e96aa89fb76901131350685c0b52dea662557cec62d8033698ecb49,5,2712312846,028503, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,2ab454c24e96aa89fb76901131350685c0b52dea662557cec62d8033698ecb49,5,2712312846,028001, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,2ab454c24e96aa89fb76901131350685c0b52dea662557cec62d8033698ecb49,5,2712312846,028505, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,2ab454c24e96aa89fb76901131350685c0b52dea662557cec62d8033698ecb49,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,c1299c55d55e558968f3dd0ae3034fa5fb840a4476a6d907b6b08c37a0c94a25,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,c1299c55d55e558968f3dd0ae3034fa5fb840a4476a6d907b6b08c37a0c94a25,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,c1299c55d55e558968f3dd0ae3034fa5fb840a4476a6d907b6b08c37a0c94a25,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,c1299c55d55e558968f3dd0ae3034fa5fb840a4476a6d907b6b08c37a0c94a25,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,6395f0cd4fda895b6bcf22052ea2260fe8fee5efe1499768aee913f553dab66d,5,2712312846,028502, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,6395f0cd4fda895b6bcf22052ea2260fe8fee5efe1499768aee913f553dab66d,5,2712312846,028100, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,6395f0cd4fda895b6bcf22052ea2260fe8fee5efe1499768aee913f553dab66d,5,2712312846,028501, ,2,146988240, , , ,N,N
2021,19/10/2023 16:17:54,01,6395f0cd4fda895b6bcf22052ea2260fe8fee5efe1499768aee913f553dab66d,5,2712312846,028503, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,6395f0cd4fda895b6bcf22052ea2260fe8fee5efe1499768aee913f553dab66d,5,2712312846,028001, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,6395f0cd4fda895b6bcf22052ea2260fe8fee5efe1499768aee913f553dab66d,5,2712312846,028505, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,6395f0cd4fda895b6bcf22052ea2260fe8fee5efe1499768aee913f553dab66d,5,2712312846,028504, ,2,146988240, , , ,N,N
2021,19/10/2023 16:17:54,01,47235fd120162408e3f25b844ce530d6b0ccdedd83ad552ca137317df6267bea,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,47235fd120162408e3f25b844ce530d6b0ccdedd83ad552ca137317df6267bea,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,47235fd120162408e3f25b844ce530d6b0ccdedd83ad552ca137317df6267bea,5,2712312846,028501, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,47235fd120162408e3f25b844ce530d6b0ccdedd83ad552ca137317df6267bea,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,47235fd120162408e3f25b844ce530d6b0ccdedd83ad552ca137317df6267bea,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,47235fd120162408e3f25b844ce530d6b0ccdedd83ad552ca137317df6267bea,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,febf63763adacdc5e92a905267994b2c82c30521570b3510bdbdf41ea572c80e,5,2712312846,028502, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,febf63763adacdc5e92a905267994b2c82c30521570b3510bdbdf41ea572c80e,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,febf63763adacdc5e92a905267994b2c82c30521570b3510bdbdf41ea572c80e,5,2712312846,028501, ,2,146988240, , , ,N,N
2021,19/10/2023 16:17:54,01,febf63763adacdc5e92a905267994b2c82c30521570b3510bdbdf41ea572c80e,5,2712312846,028503, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,febf63763adacdc5e92a905267994b2c82c30521570b3510bdbdf41ea572c80e,5,2712312846,028001, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,febf63763adacdc5e92a905267994b2c82c30521570b3510bdbdf41ea572c80e,5,2712312846,028505, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,febf63763adacdc5e92a905267994b2c82c30521570b3510bdbdf41ea572c80e,5,2712312846,028504, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,8e85eefbcc1d3327cf6960ef0bd07671e027c5cd9701dd7eff7039416b7bf79a,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,8e85eefbcc1d3327cf6960ef0bd07671e027c5cd9701dd7eff7039416b7bf79a,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,8e85eefbcc1d3327cf6960ef0bd07671e027c5cd9701dd7eff7039416b7bf79a,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,8e85eefbcc1d3327cf6960ef0bd07671e027c5cd9701dd7eff7039416b7bf79a,5,2712312846,028503, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,8e85eefbcc1d3327cf6960ef0bd07671e027c5cd9701dd7eff7039416b7bf79a,5,2712312846,028001, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,8e85eefbcc1d3327cf6960ef0bd07671e027c5cd9701dd7eff7039416b7bf79a,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,8e85eefbcc1d3327cf6960ef0bd07671e027c5cd9701dd7eff7039416b7bf79a,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,44e7710f498fafa45322c9684715a867200c5a6f0414b13b3cc80b4b4aca9970,5,2712312846,028502, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,44e7710f498fafa45322c9684715a867200c5a6f0414b13b3cc80b4b4aca9970,5,2712312846,028100, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,44e7710f498fafa45322c9684715a867200c5a6f0414b13b3cc80b4b4aca9970,5,2712312846,028501, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,44e7710f498fafa45322c9684715a867200c5a6f0414b13b3cc80b4b4aca9970,5,2712312846,028503, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,44e7710f498fafa45322c9684715a867200c5a6f0414b13b3cc80b4b4aca9970,5,2712312846,028001, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,44e7710f498fafa45322c9684715a867200c5a6f0414b13b3cc80b4b4aca9970,5,2712312846,028505, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,44e7710f498fafa45322c9684715a867200c5a6f0414b13b3cc80b4b4aca9970,5,2712312846,028504, ,2,146988240, , , ,N,N
2021,19/10/2023 16:17:54,01,ae50617a3c357a3cd95771aca31d0912bc61c8dc5e99c9f99d6a3dbb101c8fad,5,2712312846,028502, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,ae50617a3c357a3cd95771aca31d0912bc61c8dc5e99c9f99d6a3dbb101c8fad,5,2712312846,028100, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,ae50617a3c357a3cd95771aca31d0912bc61c8dc5e99c9f99d6a3dbb101c8fad,5,2712312846,028501, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,ae50617a3c357a3cd95771aca31d0912bc61c8dc5e99c9f99d6a3dbb101c8fad,5,2712312846,028503, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,ae50617a3c357a3cd95771aca31d0912bc61c8dc5e99c9f99d6a3dbb101c8fad,5,2712312846,028001, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,ae50617a3c357a3cd95771aca31d0912bc61c8dc5e99c9f99d6a3dbb101c8fad,5,2712312846,028505, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,ae50617a3c357a3cd95771aca31d0912bc61c8dc5e99c9f99d6a3dbb101c8fad,5,2712312846,028504, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,68c9df3226a8d286f0c835bea2f34ff1e682e6eb4ef901d128d424cbe4c434a6,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,68c9df3226a8d286f0c835bea2f34ff1e682e6eb4ef901d128d424cbe4c434a6,5,2712312846,028100, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,68c9df3226a8d286f0c835bea2f34ff1e682e6eb4ef901d128d424cbe4c434a6,5,2712312846,028501, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,68c9df3226a8d286f0c835bea2f34ff1e682e6eb4ef901d128d424cbe4c434a6,5,2712312846,028503, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,68c9df3226a8d286f0c835bea2f34ff1e682e6eb4ef901d128d424cbe4c434a6,5,2712312846,028001, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,68c9df3226a8d286f0c835bea2f34ff1e682e6eb4ef901d128d424cbe4c434a6,5,2712312846,028505, ,7,360492991, , , ,N,N
